name,activity,governorate,phone
SOTACER (MENZEL BOURGUIBA),Appareils électroménagers - Appareils ménagers non électriques.,Bizerte,(216) - 71 808 022 / 29 369 730
SOTECA ELECTRIC,Matériel de distribution et commande électrique - Equipements de contrôle des processus industriels.,Sfax,(216) - 74 660 360
SOTUPRIN,Appareils électroménagers.,Sfax,(216) - 22 217 308 / 74 289 132
STAR ONE,Appareils électroménagers.,Kairouan,(216) - 77 275 420
STARZ ELECTRONICS,"Fils, câbles isolés et faisceaux de câbles - Composants électroniques.",Bizerte,(216) - 72 444 730
STE AV ROSS ELECTRONICA TUNISIA,"Fils, câbles isolés et faisceaux de câbles.",Nabeul,(216) - 98 742 119 / 22 801 194
STEA - FARBA,Matériels électriques pour moteurs et véhicules.,Ben Arous,(216) - 23 313 183 / 71 431 103
STEP,Appareils d'éclairage.,Nabeul,(216) - 22 160 826 / 72 208 526
STIEL,Matériel de distribution et commande électrique.,Tunis,(216) - 71 806 733
STS (BEN AROUS),Composants électroniques.,Ben Arous,(216) - 71 387 087
SUPER CABLES,"Fils, câbles isolés et faisceaux de câbles.",Nabeul,(216) - 72 255 555
SYSTELEM INDUSTRIE,Matériels électriques pour moteurs et véhicules.,Jendouba,(216) - 78 680 855
T.F.E,"Matériel de distribution et commande électrique - Fils, câbles isolés et faisceaux de câbles.",Ariana,(216) - 71 858 122
TCE,Matériels électriques pour moteurs et véhicules.,Ben Arous,(216) - 71 296 157
TECH FUSE,"Fils, câbles isolés et faisceaux de câbles.",Zaghouan,(216) - 98 760 414
TECHAM,Composants électroniques.,Nabeul,(216) - 72 223 370
TECHNORESEAUX,Matériel de distribution et commande électrique.,Sfax,(216) - 23 222 830 / 74 888 828
TELCAM,"Fils, câbles isolés et faisceaux de câbles.",Manouba,(216) - 22 321 579 / 71 602 220
TELENCO NETWORKS TUNISIE,Matériel de distribution et commande électrique.,Ben Arous,(216) - 24 228 702 / 97 222 936
TEM,Appareils ménagers non électriques.,Tunis,(216) - 71 156 000
TET,Matériel de distribution et commande électrique.,Tunis,(216) - 71 207 100
TIE,"Moteurs, génératrices et transformateurs électriques.",Ben Arous,(216) - 70 026 560
TILIGHTING,Appareils d'éclairage.,Tunis,(216) - 71 979 501 / 71 979 480
TIMELEC,Matériel de distribution et commande électrique - Composants électroniques.,Ben Arous,(216) - 79 307 400
TIS CIRCUITS,Composants électroniques.,Ben Arous,(216) - 31 307 000
TP TRONIX,"Moteurs, génératrices et transformateurs électriques - Matériels électriques pour moteurs et véhicules - Composants électroniques.",Ariana,(216) - 71 769 403 / 71 769 405
TRANSFO 2,"Moteurs, génératrices et transformateurs électriques.",Ariana,
TTE INTERNATIONAL,"Matériel de distribution et commande électrique - Fils, câbles isolés et faisceaux de câbles - Matériels électriques pour moteurs et véhicules.",Bizerte,(216) - 71 860 244 / 39 140 100
TTI (GROMBALIA),Matériel de distribution et commande électrique.,Nabeul,(216) - 72 255 954 / 72 256 045
TUNELEC,"Fils, câbles isolés et faisceaux de câbles - Composants électroniques.",Bizerte,(216) - 72 490 716
TUNISIA OPTICAL INDUSTRY,Lunettes.,Sfax,(216) - 20 414 111
TUNISIE CABLES (GROMBALIA),"Fils, câbles isolés et faisceaux de câbles.",Nabeul,(216) - 39 140 000 / 39 140 300
TUNISIE CABLES (MENZEL JEMIL),"Fils, câbles isolés et faisceaux de câbles.",Bizerte,(216) - 39 140 040 / 39 140 330
TUNISIE TRANSFORMATEUR S.A,"Moteurs, génératrices et transformateurs électriques.",Manouba,(216) - 71 629 664
TUNISTAR,"Fils, câbles isolés et faisceaux de câbles.",Nabeul,(216) - 72 264 575 / 98 603 070
TUNITAL,"Fils, câbles isolés et faisceaux de câbles.",Nabeul,(216) - 72 226 566
UNIVERSEL TRANSFORMATEURS,"Moteurs, génératrices et transformateurs électriques.",Ariana,(216) - 71 719 274
UPERGY,Accumulateurs et piles électriques.,Manouba,(216) - 70 662 666 / 70 664 823
VARAT TUNISIE,Appareils d'éclairage.,Ben Arous,(216) - 71 448 525 / 71 469 345
VEGA CABLES,"Fils, câbles isolés et faisceaux de câbles.",Beja,(216) - 98 294 444 / 20 168 800
VEGATECH (THST),"Appareils de réception, enregistrement ou reproduction du son et de l'image.",Sousse,(216) - 36 035 680 / 29 938 178
VIGNAL 2 TUNISIE,Composants électroniques.,Ariana,(216) - 22 132 859
VISION INDUSTRIELLE,,Bizerte,(216) - 95 394 194
VITA CAST,Matériel médicochirurgical et orthopédie.,Sousse,(216) - 54 606 578
WATTS,Composants électroniques.,Monastir,(216) - 24 331 292 / 21 294 445
WCT,Matériel de distribution et commande électrique.,Nabeul,(216) - 53 208 354 / 72 370 832
WET,Instruments de mesure et de contrôle.,Beja,(216) - 78 570 094
WEWIRE HAMMAMET TUNISIA,"Fils, câbles isolés et faisceaux de câbles.",Nabeul,(216) - 72 226 581 / 72 226 582
WIRING SOUSSE,"Fils, câbles isolés et faisceaux de câbles.",Sousse,(216) - 52 684 517
WYMOTRONIC,"Moteurs, génératrices et transformateurs électriques.",Bizerte,(216) - 72 510 350 / 72 510 011
YAMAICHI ELECTRONICS TUNISIE MANUFACTURING,"Matériel de distribution et commande électrique - Fils, câbles isolés et faisceaux de câbles.",Sousse,(216) - 58 002 827
YAZAKI AUTOMOTIVE PRODUCTS TUNISIA,"Fils, câbles isolés et faisceaux de câbles.",Bizerte,(216) - 70 018 200
YAZAKI TUNISIA,"Fils, câbles isolés et faisceaux de câbles.",Gafsa,(216) - 76 100 100 / 76 100 672
YURA CORPORATION TUNISIA,"Fils, câbles isolés et faisceaux de câbles.",Kairouan,(216) - 77 270 207 / 77 274 040
Z2S ELECTRONIC,"Appareils de réception, enregistrement ou reproduction du son et de l'image.",Ben Arous,(216) - 50 950 401 / 50 550 404
ZOLLNER ELECTRONIQUE,"Moteurs, génératrices et transformateurs électriques.",Beja,(216) - 28 400 486
2A2M,Constructions métalliques - Ouvrages mécano soudé.,Gabes,(216) - 21 453 246 / 98 987 797
2AS,Constructions métalliques - Mécanique générale.,Monastir,(216) - 73 580 070 / 73 580 071
A2FO,Outillage mécanique - Machines diverses d'usage spécifique.,Sfax,(216) - 74 861 133
ABBES DE MENUISERIE D'ALUMINIUM,Menuiseries et fermetures métalliques.,Sfax,(216) - 74 631 561
ABDELHEDI BEN HENIA,Constructions métalliques - Menuiseries et fermetures métalliques.,Zaghouan,(216) - 72 682 365
ABDELJELIL ALUMINIUM,Métallurgie de l'aluminium.,Sousse,(216) - 25 100 785 / 73 288 100
ABDELMAJID REZGUI,Constructions métalliques.,Le kef,(216) - 22 715 278 / 51 995 278
AC2M,Ouvrages divers en métaux.,Sousse,(216) - 73 268 868
ACEM (SIDI ALOUANE),Constructions métalliques.,Mahdia,(216) - 73 662 028 / 73 621 063
ACIA SUD,Tréfilage à froid - Constructions métalliques - Articles en fils métalliques.,Sfax,(216) - 74 831 677 / 74 831 720
ACMG,Mécanique générale.,Gafsa,(216) - 24 408 018 / 76 200 606
AD INDUSTRIE TUNISIE,Mécanique générale.,Tunis,(216) - 71 854 608 / 71 854 597
ADF,Produits artisanaux & ouvrages traditionnels en métaux.,Bizerte,(216) - 72 494 100
AEI,Serrures et ferrures - Ouvrages divers en métaux.,Sousse,(216) - 73 280 280
AERO TUNISIA,Mécanique générale.,Zaghouan,(216) - 25 300 780
AEROMECA TUNISIE,Mécanique générale.,Zaghouan,(216) - 98 328 074 / 72 640 687
AEROPROTAC TUNISIE,Traitement et revêtement des métaux.,Tunis,(216) - 70 690 602 / 70 690 908
AFAMEC,Mécanique générale - Machines diverses d'usage spécifique.,Sousse,(216) - 26 799 501 / 73 296 878
AFRIC FROID,Equipements aérauliques et frigorifiques industriels.,Manouba,(216) - 70 626 626
AFRICA INDUSTRIE,Constructions métalliques - Ouvrages mécano soudé - Matériel de levage et manutention - Machines pour l'extraction ou la construction.,Ben Arous,(216) - 71 409 230 / 79 408 505
AFRICAINE DE CONSTRUCTION NAVAL,Construction de navires.,Bizerte,(216) - 25 342 141
AFRICAN STEEL INDUSTRIES,Constructions métalliques.,Sfax,(216) - 26 321 000
AFRIKISOL INDUSTRIE,Ouvrages mécano soudé.,Bizerte,(216) - 72 570 498 / 72 570 625
AGR INDUSTRIE,Constructions métalliques.,Nabeul,(216) - 28 650 927 / 22 560 461
AIM (EZZAHRA),Ouvrages divers en métaux.,Ben Arous,(216) - 71 481 297
AIMA,Motocycles - Bicyclettes - Véhicules pour invalides.,Ariana,(216) - 70 559 063 / 70 559 069
AIRBUS ATLANTIC TUNISIE,Constructions métalliques.,Ben Arous,(216) - 31 307 300
AKWEL,"Serrures et ferrures - Pompes, compresseurs et systèmes hydrauliques - Equipements automobiles.",Bizerte,(216) - 70 017 080
AL BADR AEROSPACE,Constructions métalliques.,Ben Arous,(216) - 71 860 632 / 79 408 214
AL MAADEN,Emballages métalliques légers.,Tunis,(216) - 71 808 800
AL METAL,Constructions métalliques.,Sousse,(216) - 97 228 004 / 98 404 451
ALBARAKA C.I.E.,Ouvrages mécano soudé.,Sousse,(216) - 73 320 090
ALMIA REFRIGERATION,Ouvrages divers en métaux - Equipements aérauliques et frigorifiques industriels.,Bizerte,(216) - 72 440 758 / 72 440 784
ALNOR,Métallurgie de l'aluminium.,Zaghouan,(216) - 22 556 604
ALPHA BUS TUNISIE,Carrosseries et remorques.,Ben Arous,(216) - 70 011 370
ALTRAD CEDRIA,Constructions métalliques - Articles en fils métalliques - Ouvrages divers en métaux.,Ben Arous,(216) - 71 431 503 / 71 431 900
ALU COLOR,Métallurgie des autres métaux non ferreux.,Beja,(216) - 71 433 299
ALUFOND,Métallurgie de l'aluminium.,Zaghouan,(216) - 29 302 344 / 28 484 487
ALUMENAGE,Ouvrages divers en métaux.,Zaghouan,(216) - 72 640 324 / 98 307 678
ALUMINIUM MAJD GROUP,Métallurgie de l'aluminium.,Kairouan,(216) - 21 390 890
ALVA TUNISIA,Equipements automobiles.,Ariana,(216) - 71 940 800
ALZA,Fonderie d'autres métaux non ferreux.,Beja,(216) - 78 563 962 / 78 563 961
AMAL GROUP (FOUCHANA),Réservoirs et citernes métalliques.,Ben Arous,(216) - 29 353 723 / 79 408 461
AMC EPOXY,Traitement et revêtement des métaux.,Sousse,(216) - 23 227 749
AMC SADOK BELHAJ TAHER,Serrures et ferrures.,Sousse,(216) - 27 300 301
AMEC,Mécanique générale.,Tunis,(216) - 71 491 822
AMECAP,Mécanique générale - Articles de robinetterie.,Sfax,(216) - 74 468 188
AMEL,Constructions métalliques.,Sfax,(216) - 74 432 594 / 74 432 935
AMG (JENDOUBA),Mécanique générale.,Jendouba,(216) - 98 337 168
AMI,Traitement et revêtement des métaux - Outillage mécanique - Serrures et ferrures - Ouvrages divers en métaux.,Sfax,(216) - 74 278 841
AQUALUX INDUSTRIE,Autres machines d'usage général.,Ben Arous,(216) - 31 307 171
AQUATUN,Autres machines d'usage général.,Ben Arous,(216) - 71 409 215
AR FILTER,Equipements aérauliques et frigorifiques industriels - Autres machines d'usage général.,Ben Arous,(216) - 71 431 411
ARCO SONIA,Articles de robinetterie.,Sousse,(216) - 36 381 720
ARMA METAL NORD,Articles en fils métalliques.,Siliana,(216) - 78 898 376
ARMATECH,Articles en fils métalliques.,Zaghouan,(216) - 26 828 204 / 71 888 322
ARS,Equipements aérauliques et frigorifiques industriels.,Sousse,(216) - 31 565 993
ARSENAL BACHE,Carrosseries et remorques.,Zaghouan,(216) - 26 771 141 / 70 287 888
ART MARTIN TUNISIE,Articles en fils métalliques.,Nabeul,(216) - 72 239 934 / 72 239 935
ARTHA,Mécanique générale.,Nabeul,(216) - 72 393 400 / 98 775 310
ARTI-LASER,Menuiseries et fermetures métalliques.,Sfax,(216) - 22 184 155 / 74 830 177
ARTMETAL,Emballages métalliques légers - Articles en fils métalliques.,Sousse,(216) - 73 285 900
ARTS ET METIERS DU METAL,Constructions métalliques - Menuiseries et fermetures métalliques.,Bizerte,(216) - 20 320 064 / 21 355 053
ASED,Serrures et ferrures.,Medenine,(216) - 75 651 489
ASK TUNISIA,Equipements automobiles.,Manouba,(216) - 70 662 864 / 70 662 862
ASTERIA,Menuiseries et fermetures métalliques.,Tunis,(216) - 71 808 588 / 71 806 422
ATS,Constructions métalliques.,Ben Arous,(216) - 71 366 112
ATSC,Fabrication de tubes en acier - Métallurgie du cuivre.,Nabeul,(216) - 72 234 116
AUTO HALL GARAGE,Mécanique générale.,Sfax,(216) - 74 222 967 / 74 220 520
AVENIR SERVICES,Menuiseries et fermetures métalliques.,Sfax,(216) - 74 681 871
B STAINLESS,Fabrication de tubes en acier.,Ben Arous,(216) - 79 485 099
BAFORNI,Fours et brûleurs.,Monastir,(216) - 73 422 055
BAKOMOTORS,Construction de véhicules automobiles.,Ben Arous,(216) - 50 222 820 / 26 770 292
BATITA HABIB,Mécanique générale.,Gabes,(216) - 52 364 446 / 75 279 215
BAUD TUNISIA,Mécanique générale.,Zaghouan,(216) - 72 677 280
BAYOUDH DE TRANSFORMATION DE METAL,Etirage à froid.,Monastir,(216) - 25 511 512
BECK & HEUN TUNISIE,Menuiseries et fermetures métalliques.,Tunis,(216) - 20 574 371
BEJAOUI METAL,Constructions métalliques - Ouvrages divers en métaux.,Sfax,(216) - 74 454 944
BEN AYED MAHER,Mécanique générale.,Ben Arous,(216) - 51 715 416
BEN GHALI DE TOURNAGE NUMERIQUE,Machines diverses d'usage spécifique.,Sousse,(216) - 28 596 618 / 73 386 401
BIFECTA TECHNOLOGIE,Réservoirs et citernes métalliques.,Manouba,(216) - 70 616 246
BIOME INOX INDUSTRY,Fabrication de tubes en acier.,Beja,(216) - 78 440 440
BMT (KORBA),Emballages métalliques légers.,Nabeul,(216) - 71 348 968 / 71 254 429
BONTAZ,Mécanique générale - Equipements automobiles.,Ben Arous,(216) - 25 452 060 / 39 149 866
BORAQ,Fabrication de tubes en acier.,Ben Arous,(216) - 79 214 477
BOT ENERGY,Constructions métalliques.,Tataouine,(216) - 29 300 070 / 22 718 314
BOUCHAMAOUI INDUSTRIES SERVICES,Constructions métalliques.,Beja,(216) - 71 206 850 / 78 453 119
BOUDHINA IRRIGATION,Constructions métalliques - Ouvrages divers en métaux.,Bizerte,(216) - 71 343 430 / 72 494 001
BRI,Constructions métalliques - Ouvrages mécano soudé.,Gabes,(216) - 75 275 611
C.C.A TUNISIE,Constructions métalliques - Construction aéronautique et spatiale.,Ben Arous,(216) - 70 029 680 / 70 029 648
CAPTUN,Mécanique générale.,Sousse,(216) - 73 320 998
CARINA ATLAS,Mécanique générale.,Sousse,(216) - 73 285 736
CARTHAGE INDUSTRIES,Constructions métalliques.,Zaghouan,(216) - 71 904 734 / 72 640 790
CAVEO AUTOMATIVE TUNISIA,Equipements automobiles.,Ben Arous,(216) - 71 430 662
CEFER,Ouvrages divers en métaux.,Sfax,(216) - 93 553 047 / 74 842 008
CEM (SAKIET EZZIT),Ouvrages divers en métaux - Carrosseries et remorques - Equipements automobiles.,Sfax,(216) - 74 408 211 / 74 846 307
CENTRAL,Menuiseries et fermetures métalliques.,Sousse,(216) - 26 416 300 / 73 309 349
CENTRAX,Mécanique générale - Ouvrages divers en métaux - Equipements automobiles.,Sousse,(216) - 73 249 466
CGM (BOUMHAL),Bouteilles à gaz comprimés.,Ben Arous,(216) - 71 453 299 / 71 453 865
CHAFRA TUBES,Sidérurgie et production de ferro-alliages - Fabrication de tubes en acier.,Nabeul,(216) - 72 255 362
CHANTIER NAVALE DE LA MEDITERANEE,Construction de bateaux de plaisance.,Bizerte,(216) - 72 473 334 / 56 811 328
CHAUDRA,Constructions métalliques - Ouvrages mécano soudé.,Bizerte,(216) - 72 510 711 / 72 425 549
CHIMICOULEURS EMBALLAGES METALLIQUES,Fûts et emballages métalliques similaires - Emballages métalliques légers.,Ben Arous,(216) - 71 398 300 / 31 344 600
CIEF,Mécanique générale.,Sfax,(216) - 74 497 033
CIESSE MED,Menuiseries et fermetures métalliques.,Zaghouan,(216) - 72 640 741 / 72 640 742
CIMAB,Menuiseries et fermetures métalliques.,Sousse,(216) - 73 342 688 / 26 789 801
CIMAS,Constructions métalliques - Réservoirs et citernes métalliques.,Bizerte,(216) - 72 420 110
CMR TUNISIE,Réparation navale.,Bizerte,(216) - 72 418 127 / 72 418 590
CMSP,Constructions métalliques - Réservoirs et citernes métalliques - Ouvrages mécano soudé.,Sfax,(216) - 28 123 799 / 74 830 900
COLDEQ,Equipements aérauliques et frigorifiques industriels.,Ben Arous,(216) - 23 307 028
COLMAR,Visserie boulonnerie chaînes et ressorts - Equipements automobiles.,Monastir,(216) - 73 479 300 / 73 479 179
COMET,Réservoirs et citernes métalliques - Carrosseries et remorques.,Ben Arous,(216) - 71 388 329 / 71 381 020
COMET (FOUCHANA),Réservoirs et citernes métalliques - Carrosseries et remorques.,Ben Arous,(216) - 71 381 020
COMETAL,Traitement et revêtement des métaux.,Ben Arous,(216) - 71 398 300 / 31 344 601
COMMECA TUNISIE,Mécanique générale.,Nabeul,(216) - 29 990 446 / 72 363 841
COREME,Réservoirs et citernes métalliques - Matériel de levage et manutention - Machine agricole - Carrosseries et remorques.,Ben Arous,(216) - 98 134 406 / 98 134 405
CORNIERE N'JAH,Ouvrages divers en métaux.,Sfax,(216) - 74 228 098 / 74 227 040
COSIM,Constructions métalliques.,Sfax,(216) - 74 649 139
CPM (SOUANI),Mécanique générale.,Medenine,(216) - 75 652 058
CPT,Mécanique générale.,Bizerte,(216) - 72 417 223 / 72 417 282
CROWN MAGHREB,Emballages métalliques légers.,Tunis,(216) - 31 358 100
CTM (MJAZ EL BAB),Motocycles.,Beja,(216) - 71 849 925 / 22 302 055
CYCLO INDUSTRIE,Motocycles - Bicyclettes.,Sousse,(216) - 73 225 517 / 28 204 010
CYCLO-CENTRE,Motocycles - Bicyclettes.,Kairouan,(216) - 28 529 903 / 77 272 710
DECO STAFF,Constructions métalliques.,Sousse,(216) - 22 480 448
DECOTOOLS,Equipements automobiles.,Ben Arous,(216) - 29 785 791 / 71 409 839
DEFONTAINE TUNISIE,Engrenages et organes mécaniques de transmission.,Ben Arous,(216) - 79 408 727
DELMON GROUP TUNISIA,Mécanique générale.,Ben Arous,(216) - 79 391 299
DEM CONSTRUCT,Métallurgie de l'aluminium.,Monastir,(216) - 73 416 100
DERBEL FATHI,Machines pour l'industrie agro-alimentaire.,Sfax,(216) - 74 236 717
DESIGN D'ACIER,Mécanique générale.,Sfax,(216) - 21 118 118
DIAMANT CYCLOMOTEURS,Motocycles.,Beja,(216) - 98 154 862 / 78 599 280
DYNACAST TUNISIA,Constructions métalliques.,Bizerte,(216) - 72 418 363
EASY BATIMENT,Menuiseries et fermetures métalliques.,Ariana,(216) - 58 309 044 / 71 942 760
ECME,"Réservoirs et citernes métalliques - Ouvrages mécano soudé - Pompes, compresseurs et systèmes hydrauliques - Machines diverses d'usage spécifique.",Ben Arous,(216) - 71 441 255 / 71 441 203
EGB,Constructions métalliques.,Sfax,(216) - 74 833 210
EGBE,Constructions métalliques.,Sfax,(216) - 74 833 210 / 28 745 411
EGTS,Constructions métalliques.,Sfax,(216) - 74 202 990 / 94 716 050
EJCOM,Constructions métalliques.,Sfax,(216) - 58 417 045 / 58 417 047
EL ASALA DE MENUISERIE,Menuiseries et fermetures métalliques.,Sfax,(216) - 96 821 521
EL FOULADH,Sidérurgie et production de ferro-alliages - Tréfilage à froid - Constructions métalliques.,Bizerte,(216) - 72 473 222 / 72 473 054
EL MOUBARRED,Equipements automobiles.,Ben Arous,(216) - 71 383 258
EMA (SOUSSE),Equipements aérauliques et frigorifiques industriels.,Sousse,(216) - 73 231 646
EMCM,Constructions métalliques.,Sfax,(216) - 74 453 665
EMP (LA SOUKRA),Mécanique générale.,Ariana,(216) - 70 682 907
EMP (SFAX),Mécanique générale.,Sfax,(216) - 70 682 907
EMS (SFAX),Emballages métalliques légers.,Sfax,(216) - 74 286 780 / 74 289 636
EMT (BOUARGOUB),Fûts et emballages métalliques similaires - Emballages métalliques légers.,Nabeul,(216) - 71 433 406 / 72 259 635
